,x1,y1,x2,y2,label,confidence,objectid,frame_num
160,1336.1004638671875,381.1724853515625,1469.990966796875,475.5482482910156,1.0,0.5726481080055237,4b10a60d-af10-4841-9fec-db92c1d31c1c,10720
0,1450.0196533203125,674.1732788085938,1557.947265625,767.2835693359375,3.0,0.7021400928497314,c300817c-3828-444c-8fca-3d0b87823f70,10700
58,1523.771484375,785.3529052734375,1640.1634521484375,884.3081665039062,3.0,0.5509622693061829,c300817c-3828-444c-8fca-3d0b87823f70,10730
68,1547.345458984375,829.0842895507812,1674.992431640625,942.78466796875,3.0,0.5653175115585327,c300817c-3828-444c-8fca-3d0b87823f70,10740
78,1592.4200439453125,870.9109497070312,1725.845703125,1002.3385009765624,3.0,0.7510557174682617,c300817c-3828-444c-8fca-3d0b87823f70,10750
88,1608.6763916015625,923.5205078125,1759.98681640625,1068.884033203125,3.0,0.8048743009567261,c300817c-3828-444c-8fca-3d0b87823f70,10760
98,1643.08154296875,976.0180053710938,1798.4571533203125,1076.3516845703123,3.0,0.7494930624961853,c300817c-3828-444c-8fca-3d0b87823f70,10770
0,1333.0946044921875,415.4394226074219,1511.7330322265625,500.2315979003906,2.0,0.5816668868064879,4b10a60d-af10-4841-9fec-db92c1d31c1c,10770
0,1715.790771484375,676.2704467773438,1774.0164794921875,728.61669921875,0.0,0.5949116945266724,9b775f05-a065-42ba-9923-e75517087ed9,10820
90,1736.8887939453125,708.3523559570312,1809.9139404296875,773.8855590820312,0.0,0.5315984487533569,9b775f05-a065-42ba-9923-e75517087ed9,10830
0,1699.04443359375,934.7810668945312,1744.4251708984375,982.8035888671876,0.0,0.6911720633506775,dc0dc871-33c4-430f-a5fd-7108c12f1348,11230
0,1629.53369140625,457.12689208984375,1706.9007568359375,518.9057006835939,3.0,0.5376845002174377,86be799c-13d2-4218-a7f3-8fd1758db2fc,11360
160,1656.209228515625,487.0094909667969,1738.68359375,554.0535888671875,3.0,0.6432784199714661,86be799c-13d2-4218-a7f3-8fd1758db2fc,11370
190,1738.1507568359375,583.9882202148438,1823.9884033203125,652.9161376953125,3.0,0.6043534278869629,86be799c-13d2-4218-a7f3-8fd1758db2fc,11400
200,1757.227783203125,611.3389892578125,1849.8177490234373,683.1981201171875,3.0,0.7698473930358887,86be799c-13d2-4218-a7f3-8fd1758db2fc,11410
210,1784.992919921875,642.8028564453125,1877.9112548828125,717.8027954101562,3.0,0.7461011409759521,86be799c-13d2-4218-a7f3-8fd1758db2fc,11420
220,1809.4989013671875,669.0460815429688,1908.2965087890625,747.27978515625,3.0,0.7548072338104248,86be799c-13d2-4218-a7f3-8fd1758db2fc,11430
230,1825.4324951171875,702.8373413085938,1917.4527587890625,785.4111938476562,3.0,0.7501139640808105,86be799c-13d2-4218-a7f3-8fd1758db2fc,11440
240,1835.072021484375,733.62353515625,1919.0,825.22265625,3.0,0.7179078459739685,86be799c-13d2-4218-a7f3-8fd1758db2fc,11450
0,1269.4842529296875,319.6869812011719,1360.090576171875,386.560546875,3.0,0.6749033927917479,71712a15-ca67-4abc-897a-00c14cc079a1,12490
0,1188.0611572265625,302.9031982421875,1261.4635009765625,362.08502197265625,3.0,0.5120936632156372,0e49e0ef-6b1f-4906-985b-2551bd3bb212,12600
0,1003.2521362304688,225.4410858154297,1069.7691650390623,281.7341613769531,3.0,0.7142449617385864,95acde29-9ba4-4a2f-b3ab-42bed13231ea,12690
0,986.2092895507812,195.8229522705078,1051.04248046875,244.40277099609372,3.0,0.5721497535705566,95acde29-9ba4-4a2f-b3ab-42bed13231ea,12730
0,1331.0101318359375,486.00714111328125,1413.857421875,551.6077880859375,3.0,0.515213668346405,71712a15-ca67-4abc-897a-00c14cc079a1,12550
48,1395.3052978515625,558.0321655273439,1492.4840087890625,634.8043212890625,3.0,0.6436494588851929,71712a15-ca67-4abc-897a-00c14cc079a1,12570
58,1436.493896484375,585.6994018554688,1530.734375,664.97216796875,3.0,0.6893621683120728,71712a15-ca67-4abc-897a-00c14cc079a1,12580
68,1464.4249267578125,616.7990112304688,1557.9925537109375,683.5240478515625,3.0,0.5367560386657715,71712a15-ca67-4abc-897a-00c14cc079a1,12590
78,1497.4842529296875,643.7257690429688,1595.646728515625,717.2864379882812,3.0,0.5920033454895021,71712a15-ca67-4abc-897a-00c14cc079a1,12600
88,1505.567138671875,663.394775390625,1611.94189453125,745.2897338867188,3.0,0.5042166709899902,71712a15-ca67-4abc-897a-00c14cc079a1,12610
108,1498.3226318359375,699.5127563476562,1600.9500732421875,780.6482543945312,3.0,0.8468614816665649,71712a15-ca67-4abc-897a-00c14cc079a1,12630
118,1482.122802734375,722.7767944335938,1587.3785400390625,806.6643676757812,3.0,0.6105054020881653,71712a15-ca67-4abc-897a-00c14cc079a1,12640
128,1467.3013916015625,737.9553833007812,1573.02001953125,820.4530639648438,3.0,0.5882595777511597,71712a15-ca67-4abc-897a-00c14cc079a1,12650
138,1458.9385986328125,745.3441162109375,1565.906982421875,833.4819946289062,3.0,0.9329354763031006,71712a15-ca67-4abc-897a-00c14cc079a1,12660
148,1453.955810546875,758.5786743164062,1561.6722412109375,842.2469482421875,3.0,0.8422874212265015,71712a15-ca67-4abc-897a-00c14cc079a1,12670
158,1454.626953125,764.87890625,1563.587890625,847.052734375,3.0,0.9322389364242554,71712a15-ca67-4abc-897a-00c14cc079a1,12680
168,1460.1859130859375,768.7973022460938,1569.5330810546875,854.9971313476562,3.0,0.9719734191894532,71712a15-ca67-4abc-897a-00c14cc079a1,12690
178,1465.0670166015625,772.0238647460938,1581.1602783203125,859.1577758789062,3.0,0.9528527259826659,71712a15-ca67-4abc-897a-00c14cc079a1,12700
188,1467.726806640625,774.6719970703125,1595.902587890625,868.523193359375,3.0,0.9495888948440552,71712a15-ca67-4abc-897a-00c14cc079a1,12710
198,1478.9326171875,775.7753295898438,1604.551513671875,875.1436157226562,3.0,0.9738277792930604,71712a15-ca67-4abc-897a-00c14cc079a1,12720
208,1480.6900634765625,779.2996826171875,1609.034912109375,879.6832275390625,3.0,0.8992352485656738,71712a15-ca67-4abc-897a-00c14cc079a1,12730
218,1474.4388427734375,785.6248779296875,1613.471435546875,888.4964599609375,3.0,0.8834820985794067,71712a15-ca67-4abc-897a-00c14cc079a1,12740
228,1463.4388427734375,792.1884765625,1607.0748291015625,899.4727783203125,3.0,0.7617915868759155,71712a15-ca67-4abc-897a-00c14cc079a1,12750
238,1456.5172119140625,804.494384765625,1590.2149658203125,909.7911376953124,3.0,0.5564406514167786,71712a15-ca67-4abc-897a-00c14cc079a1,12760
0,1425.69482421875,904.0608520507812,1576.77734375,1043.482177734375,3.0,0.5147345066070557,71712a15-ca67-4abc-897a-00c14cc079a1,12800
0,816.300048828125,108.16112518310548,886.519287109375,158.13050842285156,3.0,0.5658795833587646,8a5f5fa9-11d9-40d1-ad3d-98c55ed94c8b,12810
160,803.21875,111.18836975097656,880.5655517578125,154.5988006591797,3.0,0.6484385132789612,8a5f5fa9-11d9-40d1-ad3d-98c55ed94c8b,12820
0,1147.992919921875,364.2588195800781,1215.2664794921875,416.2482604980469,3.0,0.5547646880149841,0e49e0ef-6b1f-4906-985b-2551bd3bb212,12660
38,1140.0797119140625,364.4064331054688,1205.4949951171875,415.718994140625,3.0,0.7094157934188843,0e49e0ef-6b1f-4906-985b-2551bd3bb212,12670
58,1128.861328125,356.7610778808594,1198.1248779296875,412.93267822265625,3.0,0.6170735359191895,0e49e0ef-6b1f-4906-985b-2551bd3bb212,12690
68,1129.9281005859375,352.53961181640625,1197.79736328125,406.9776611328125,3.0,0.8187428712844849,0e49e0ef-6b1f-4906-985b-2551bd3bb212,12700
78,1130.0,344.28466796875,1194.742431640625,398.8654174804688,3.0,0.5393926501274109,0e49e0ef-6b1f-4906-985b-2551bd3bb212,12710
88,1124.598388671875,336.43353271484375,1196.0623779296875,393.840087890625,3.0,0.8458632230758667,0e49e0ef-6b1f-4906-985b-2551bd3bb212,12720
98,1116.580810546875,329.61474609375,1187.4080810546875,384.6020812988281,3.0,0.7244472503662109,0e49e0ef-6b1f-4906-985b-2551bd3bb212,12730
108,1106.92578125,321.23101806640625,1177.898193359375,375.77532958984375,3.0,0.7819326519966125,0e49e0ef-6b1f-4906-985b-2551bd3bb212,12740
118,1084.479736328125,316.799072265625,1160.34814453125,370.8280944824219,3.0,0.5089976787567139,0e49e0ef-6b1f-4906-985b-2551bd3bb212,12750
138,1040.4736328125,313.72283935546875,1117.9384765625,369.5272521972656,3.0,0.5402931571006775,0e49e0ef-6b1f-4906-985b-2551bd3bb212,12770
148,1030.4251708984377,317.4533996582031,1103.6883544921877,371.27960205078125,3.0,0.8126383423805237,0e49e0ef-6b1f-4906-985b-2551bd3bb212,12780
177,992.0443725585938,338.2791442871094,1067.037353515625,396.6315002441406,3.0,0.5775569081306458,0e49e0ef-6b1f-4906-985b-2551bd3bb212,12810
207,965.4157104492188,382.6115417480469,1043.6729736328123,443.6575927734375,3.0,0.5025321245193481,0e49e0ef-6b1f-4906-985b-2551bd3bb212,12840
0,1064.2750244140623,43.51466751098633,1137.1453857421875,111.54541015625,3.0,0.5457738637924194,078b4121-e995-459f-9505-8519db251f9f,12890
0,792.305419921875,0.0,904.18994140625,78.67620849609375,3.0,0.5101355910301208,9e0e9bf3-3c54-4d6e-8c54-46e06a130203,12950
0,1108.6712646484377,139.36590576171878,1206.845947265625,175.3400115966797,2.0,0.6688752770423889,3b2ed845-b774-45f6-a24b-98a95f9f356f,12960
0,1079.5396728515623,297.0650939941406,1176.1412353515625,335.5683288574219,2.0,0.5092893838882446,3b2ed845-b774-45f6-a24b-98a95f9f356f,13000
17,1077.7476806640623,337.1194152832031,1183.71044921875,378.0004577636719,2.0,0.5216477513313293,3b2ed845-b774-45f6-a24b-98a95f9f356f,13010
0,458.4108276367188,961.3142700195312,624.7885131835938,1072.0023193359377,3.0,0.6849161982536316,139c16c5-2bf6-4ab7-8a2c-638c8bf46fc9,13030
0,126.4087905883789,766.5968017578125,288.3945617675781,905.7366943359376,3.0,0.9023038744926452,883e30dc-5327-4f91-8f36-448215cbb351,13030
160,122.19023895263672,822.994140625,292.1649475097656,966.722900390625,3.0,0.8120967149734497,883e30dc-5327-4f91-8f36-448215cbb351,13040
169,110.3863296508789,876.8536376953125,284.55938720703125,1028.989990234375,3.0,0.5012964010238647,883e30dc-5327-4f91-8f36-448215cbb351,13050
179,85.54498291015625,948.3986206054688,254.9281005859375,1070.83984375,3.0,0.8194832801818848,883e30dc-5327-4f91-8f36-448215cbb351,13060
0,433.2981872558594,733.4873657226562,585.84765625,844.3733520507812,3.0,0.5805777907371521,a6d30cda-86ad-4332-aa10-84169953e2d5,13040
159,415.2253112792969,777.1441650390625,690.0557861328125,910.9740600585938,3.0,0.5252289772033691,a6d30cda-86ad-4332-aa10-84169953e2d5,13050
169,395.7878723144531,830.7403564453125,574.3809814453125,962.3204956054688,3.0,0.5621749758720398,a6d30cda-86ad-4332-aa10-84169953e2d5,13060
179,374.66546630859375,886.2235717773438,566.3289184570312,1019.7349853515624,3.0,0.5012474060058594,a6d30cda-86ad-4332-aa10-84169953e2d5,13070
0,1009.8026123046876,1.242361068725586,1131.9971923828125,53.96834945678711,3.0,0.5833011865615845,137be90d-065f-4f80-8e29-92073da2beab,13080
32,991.6181030273438,0.04315996170043945,1104.0604248046877,65.03888702392578,3.0,0.6249008774757385,137be90d-065f-4f80-8e29-92073da2beab,13090
42,985.4354858398438,0.5715522766113281,1093.6529541015623,73.45328521728516,3.0,0.9645111560821532,137be90d-065f-4f80-8e29-92073da2beab,13100
52,983.6151733398438,7.422447204589844,1092.5850830078123,93.64703369140624,3.0,0.7670397758483887,137be90d-065f-4f80-8e29-92073da2beab,13110
62,990.1223754882812,28.275203704833984,1097.2965087890623,109.3848114013672,3.0,0.8232163190841675,137be90d-065f-4f80-8e29-92073da2beab,13120
0,1104.760986328125,606.2518920898438,1226.0189208984375,652.4021606445312,2.0,0.6559154987335205,3b2ed845-b774-45f6-a24b-98a95f9f356f,13080
57,1076.0408935546877,676.9172973632812,1208.2933349609375,733.97216796875,2.0,0.9188894033432008,3b2ed845-b774-45f6-a24b-98a95f9f356f,13100
67,1078.9478759765623,711.8107299804688,1211.8544921875,765.0407104492188,2.0,0.7103844881057739,3b2ed845-b774-45f6-a24b-98a95f9f356f,13110
97,1105.311279296875,845.7525024414062,1244.3248291015625,905.63037109375,2.0,0.6525503396987915,3b2ed845-b774-45f6-a24b-98a95f9f356f,13140
0,1286.2034912109375,0.4432864189147949,1402.5953369140625,83.54931640625,3.0,0.6010720729827881,df7c3e58-50eb-4437-94bd-a1332cb4fff1,13170
27,1283.316162109375,26.087566375732425,1398.5240478515625,115.281982421875,3.0,0.5901353359222412,df7c3e58-50eb-4437-94bd-a1332cb4fff1,13180
0,593.8228149414062,792.2355346679688,722.1498413085938,914.9277954101562,3.0,0.5077798962593079,8a211f03-502c-45d2-bf6d-6f35142aab37,13170
170,575.7374267578125,885.6089477539062,719.330078125,1022.9739379882812,3.0,0.6575100421905518,8a211f03-502c-45d2-bf6d-6f35142aab37,13190
0,1080.114501953125,0.0,1191.69287109375,92.68291473388672,3.0,0.9454227685928344,5a359c87-8ba4-4c1e-a8e2-ccfde8df235a,12990
27,1077.3184814453123,23.39023208618164,1190.594970703125,130.25874328613278,3.0,0.9159274101257324,5a359c87-8ba4-4c1e-a8e2-ccfde8df235a,13000
37,1080.6280517578123,56.95933151245117,1192.741943359375,164.3981475830078,3.0,0.9421010613441468,5a359c87-8ba4-4c1e-a8e2-ccfde8df235a,13010
47,1091.0166015625,85.9930191040039,1206.54296875,196.6802215576172,3.0,0.8710025548934937,5a359c87-8ba4-4c1e-a8e2-ccfde8df235a,13020
57,1110.233642578125,123.01807403564452,1219.8935546875,227.9609375,3.0,0.8718709945678711,5a359c87-8ba4-4c1e-a8e2-ccfde8df235a,13030
67,1121.724609375,154.63453674316406,1246.4390869140625,265.7213134765625,3.0,0.930978298187256,5a359c87-8ba4-4c1e-a8e2-ccfde8df235a,13040
77,1133.6441650390625,182.8709716796875,1252.7081298828125,297.473876953125,3.0,0.9253828525543212,5a359c87-8ba4-4c1e-a8e2-ccfde8df235a,13050
87,1135.989013671875,216.9539031982422,1250.3319091796875,325.77410888671875,3.0,0.9730472564697266,5a359c87-8ba4-4c1e-a8e2-ccfde8df235a,13060
97,1127.2635498046875,239.4355316162109,1250.1734619140625,359.3674011230469,3.0,0.9802775382995604,5a359c87-8ba4-4c1e-a8e2-ccfde8df235a,13070
107,1115.329345703125,266.80291748046875,1232.1551513671875,380.0513305664063,3.0,0.9918715357780457,5a359c87-8ba4-4c1e-a8e2-ccfde8df235a,13080
117,1097.171630859375,289.1180114746094,1216.7105712890625,404.91156005859375,3.0,0.9878319501876832,5a359c87-8ba4-4c1e-a8e2-ccfde8df235a,13090
127,1090.2802734375,318.0657653808594,1221.8355712890625,436.8424377441406,3.0,0.9521341919898988,5a359c87-8ba4-4c1e-a8e2-ccfde8df235a,13100
137,1088.7684326171877,341.0494689941406,1221.3829345703125,463.7295837402344,3.0,0.9191538095474244,5a359c87-8ba4-4c1e-a8e2-ccfde8df235a,13110
147,1101.7012939453123,371.6065673828125,1231.94970703125,495.013671875,3.0,0.8279862403869629,5a359c87-8ba4-4c1e-a8e2-ccfde8df235a,13120
167,1117.4473876953123,446.4739685058594,1250.9407958984375,570.1627197265625,3.0,0.9860871434211732,5a359c87-8ba4-4c1e-a8e2-ccfde8df235a,13140
177,1110.4996337890623,482.0428771972656,1238.2733154296875,612.4580078125,3.0,0.9839431047439576,5a359c87-8ba4-4c1e-a8e2-ccfde8df235a,13150
187,1084.3074951171877,522.0952758789061,1219.879150390625,650.7590942382812,3.0,0.660301148891449,5a359c87-8ba4-4c1e-a8e2-ccfde8df235a,13160
197,1073.3936767578123,563.6624755859375,1213.2921142578125,698.1387329101562,3.0,0.6512793898582458,5a359c87-8ba4-4c1e-a8e2-ccfde8df235a,13170
207,1066.47265625,608.4229736328125,1215.1033935546875,742.33935546875,3.0,0.5965995788574219,5a359c87-8ba4-4c1e-a8e2-ccfde8df235a,13180
227,1093.77783203125,700.0604248046875,1232.154296875,833.5553588867188,3.0,0.824427604675293,5a359c87-8ba4-4c1e-a8e2-ccfde8df235a,13200
0,1050.506591796875,452.0333557128906,1092.0294189453123,515.956298828125,2.0,0.5384169220924377,d0e5482c-1c6d-42d8-a762-6c60e9d814f5,13140
70,1038.4283447265623,488.8975524902344,1089.760009765625,552.9903564453125,2.0,0.7415274381637573,d0e5482c-1c6d-42d8-a762-6c60e9d814f5,13150
89,1004.2645263671876,571.026611328125,1045.3565673828123,635.3015747070312,2.0,0.7261761426925659,d0e5482c-1c6d-42d8-a762-6c60e9d814f5,13170
98,999.0864868164062,609.4111328125,1037.01318359375,675.110107421875,2.0,0.5017751455307007,d0e5482c-1c6d-42d8-a762-6c60e9d814f5,13180
108,1000.36474609375,648.6549072265625,1040.1729736328123,713.2084350585938,2.0,0.8858020305633545,d0e5482c-1c6d-42d8-a762-6c60e9d814f5,13190
118,1007.53369140625,697.8624267578125,1064.982421875,767.02001953125,2.0,0.9579005241394044,d0e5482c-1c6d-42d8-a762-6c60e9d814f5,13200
0,960.6506958007812,193.69151306152344,1072.4864501953123,274.54629516601557,3.0,0.6505494117736816,137be90d-065f-4f80-8e29-92073da2beab,13180
38,959.1007690429688,224.4190826416016,1070.6483154296877,306.0787048339844,3.0,0.7948840856552124,137be90d-065f-4f80-8e29-92073da2beab,13190
48,971.8098754882812,256.97427368164057,1087.605712890625,339.6059875488281,3.0,0.6423646211624146,137be90d-065f-4f80-8e29-92073da2beab,13200
0,1382.4881591796875,145.41354370117188,1501.563720703125,234.4269561767578,3.0,0.5028801560401917,df7c3e58-50eb-4437-94bd-a1332cb4fff1,13220
18,1444.83740234375,175.09051513671875,1568.0245361328125,264.89483642578125,3.0,0.5131544470787048,df7c3e58-50eb-4437-94bd-a1332cb4fff1,13230
0,0.3956952095031738,74.0036849975586,90.39126586914062,175.47525024414062,3.0,0.7619200944900513,5e37ab82-b664-4a14-994f-8495cfe51c2b,13260
23,1.0095195770263672,123.53229522705078,114.43622589111328,226.54774475097656,3.0,0.6858730316162109,5e37ab82-b664-4a14-994f-8495cfe51c2b,13270
33,0.0,166.1713104248047,108.73583984375,268.7098999023437,3.0,0.8893201351165771,5e37ab82-b664-4a14-994f-8495cfe51c2b,13280
0,1722.069580078125,368.03887939453125,1863.7821044921875,464.9040222167969,3.0,0.6444606781005859,df7c3e58-50eb-4437-94bd-a1332cb4fff1,13280
27,1724.905029296875,401.5944519042969,1871.4312744140625,503.9168701171875,3.0,0.6430327296257019,df7c3e58-50eb-4437-94bd-a1332cb4fff1,13290
0,1377.683349609375,642.400634765625,1509.9532470703125,752.8070068359375,3.0,0.7608509063720703,137be90d-065f-4f80-8e29-92073da2beab,13290
76,1348.6334228515625,736.7728271484375,1484.9102783203125,855.81689453125,3.0,0.7082690000534058,137be90d-065f-4f80-8e29-92073da2beab,13310
86,1341.900634765625,792.150146484375,1484.21484375,907.5084838867188,3.0,0.5517921447753906,137be90d-065f-4f80-8e29-92073da2beab,13320
0,39.36677551269531,477.3316650390625,184.22247314453125,584.3292846679688,3.0,0.6425297260284424,a51ad6ca-cb13-4ddb-b471-be1d1c5f14e4,13370
38,104.96163940429688,573.1776123046875,232.3991241455078,670.9694213867188,3.0,0.8291374444961548,a51ad6ca-cb13-4ddb-b471-be1d1c5f14e4,13400
48,54.23635864257813,611.240966796875,191.1665954589844,720.17578125,3.0,0.8594273328781128,a51ad6ca-cb13-4ddb-b471-be1d1c5f14e4,13410
58,1.5433025360107422,667.5444946289062,139.30494689941406,787.1932983398438,3.0,0.8979227542877197,a51ad6ca-cb13-4ddb-b471-be1d1c5f14e4,13420
0,1597.94775390625,973.62890625,1746.4197998046875,1070.1065673828123,3.0,0.8065810799598694,df7c3e58-50eb-4437-94bd-a1332cb4fff1,13430
0,871.1322631835938,283.224365234375,941.4693603515624,338.0023498535156,3.0,0.5380075573921204,96d40da3-a573-4876-8ff3-0cee484a5670,13480
0,891.03857421875,547.52490234375,973.6361083984376,621.2332153320312,3.0,0.6411021947860718,de13a7ed-d9af-4e50-acc9-95d7cbc3ff74,13510
0,1150.0137939453125,404.04595947265625,1226.69140625,466.6181640625,3.0,0.5190680623054504,60a87efe-a8a0-4a54-8c43-e7b1a71e4355,13480
118,1161.8563232421875,436.4827575683594,1236.2291259765625,501.6218566894531,3.0,0.7129789590835571,60a87efe-a8a0-4a54-8c43-e7b1a71e4355,13490
128,1179.6326904296875,462.9006042480469,1253.188720703125,522.1051635742189,3.0,0.6208610534667969,60a87efe-a8a0-4a54-8c43-e7b1a71e4355,13500
138,1209.3228759765625,488.6886901855469,1285.68115234375,550.4263916015625,3.0,0.6550157070159912,60a87efe-a8a0-4a54-8c43-e7b1a71e4355,13510
157,1290.132080078125,550.00390625,1363.7620849609375,606.5277709960938,3.0,0.6624395847320557,60a87efe-a8a0-4a54-8c43-e7b1a71e4355,13530
167,1328.0340576171875,583.52783203125,1400.08056640625,646.0623779296875,3.0,0.5399700403213501,60a87efe-a8a0-4a54-8c43-e7b1a71e4355,13540
177,1358.858154296875,618.8909912109375,1422.2357177734375,669.77685546875,3.0,0.5555428266525269,60a87efe-a8a0-4a54-8c43-e7b1a71e4355,13550
207,1404.93896484375,707.6903686523438,1492.478759765625,776.9388427734375,3.0,0.5342385768890381,60a87efe-a8a0-4a54-8c43-e7b1a71e4355,13580
0,887.994873046875,193.84927368164062,964.7058715820312,255.44741821289062,3.0,0.5872530341148376,8dbbb871-7094-4bb7-b24c-0721ecce277c,13440
96,818.733154296875,360.1968994140625,908.4992065429688,421.2633056640625,3.0,0.731326699256897,8dbbb871-7094-4bb7-b24c-0721ecce277c,13470
106,819.5594482421875,407.0200500488281,891.2118530273438,460.9493408203125,3.0,0.6023370027542114,8dbbb871-7094-4bb7-b24c-0721ecce277c,13480
116,814.5054931640625,432.8968505859375,894.4077758789062,494.64239501953125,3.0,0.8025690317153931,8dbbb871-7094-4bb7-b24c-0721ecce277c,13490
126,830.1242065429688,456.0864562988281,912.93994140625,516.399658203125,3.0,0.8700053691864014,8dbbb871-7094-4bb7-b24c-0721ecce277c,13500
136,856.4691162109375,484.42724609375,939.5162353515624,547.9068603515625,3.0,0.8369177579879761,8dbbb871-7094-4bb7-b24c-0721ecce277c,13510
146,886.7332153320312,505.7221374511719,976.1961059570312,579.2738037109375,3.0,0.6134084463119507,8dbbb871-7094-4bb7-b24c-0721ecce277c,13520
156,922.8084716796876,553.5106811523439,1007.6751098632812,617.0964965820312,3.0,0.98386812210083,8dbbb871-7094-4bb7-b24c-0721ecce277c,13530
166,948.4273071289062,588.4398193359375,1033.0706787109377,656.3622436523438,3.0,0.9694499969482422,8dbbb871-7094-4bb7-b24c-0721ecce277c,13540
176,972.050537109375,625.9376831054688,1062.3228759765623,701.86962890625,3.0,0.95169997215271,8dbbb871-7094-4bb7-b24c-0721ecce277c,13550
186,986.0023193359376,662.1887817382812,1077.66455078125,736.8380126953125,3.0,0.9837186336517334,8dbbb871-7094-4bb7-b24c-0721ecce277c,13560
196,992.3513793945312,691.7715454101562,1088.599365234375,771.8837890625,3.0,0.9498617649078368,8dbbb871-7094-4bb7-b24c-0721ecce277c,13570
206,992.1758422851562,725.1932373046875,1087.0970458984377,804.292724609375,3.0,0.9047811627388,8dbbb871-7094-4bb7-b24c-0721ecce277c,13580
216,988.8621215820312,755.1712036132812,1085.72021484375,837.3060913085938,3.0,0.9082053899765016,8dbbb871-7094-4bb7-b24c-0721ecce277c,13590
226,977.2738037109376,783.6675415039062,1083.8662109375,872.5625610351562,3.0,0.8675568699836731,8dbbb871-7094-4bb7-b24c-0721ecce277c,13600
